Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_4	GO:0043009~chordate embryonic development	12	0.48426150121065376	0.027326147421773625	DVL2, ACVR1B, NOTCH1, G2E3, GCM1, COPS3, VANGL2, MYH6, SKIL, MECOM, SHH, ENO1	178	421	13138	2.103819157169927	0.9999999991303736	0.6862168666024766	34.420777366173695
GOTERM_CC_5	GO:0031226~intrinsic to plasma membrane	15	0.6053268765133172	0.027675635633305946	BTLA, ACVR1B, NOTCH2, NOTCH1, EPHA7, TNF, TM2D1, SLC24A4, FCGR2B, FLT4, AXL, CHRNA7, CP, KCTD14, KCTD7	205	552	14249	1.8887857900318132	0.9917641241247037	0.9917641241247037	29.01753847216535
GOTERM_BP_4	GO:0035239~tube morphogenesis	7	0.2824858757062147	0.02837777073484956	DVL2, NOTCH1, CSF1, VANGL2, ESR1, IGF1, SHH	178	171	13138	3.0214205926802022	0.9999999996148996	0.6804756973309911	35.4922034567097
GOTERM_BP_FAT	GO:0010001~glial cell differentiation	4	0.16142050040355124	0.028599650093262083	NOTCH1, GCM1, IGF1, SHH	189	48	13588	5.991181657848324	1.0	0.7915407751607166	38.01669937565482
GOTERM_BP_5	GO:0012502~induction of programmed cell death	7	0.2824858757062147	0.028691286851446847	NUDT2, TNF, NUPR1, TM2D1, HIPK1, CEBPG, BNIP3L	171	167	12272	3.0081591203557796	0.9999999999857915	0.7503314152961487	36.29848541204266
GOTERM_BP_ALL	GO:0010001~glial cell differentiation	4	0.16142050040355124	0.028711806706709926	NOTCH1, GCM1, IGF1, SHH	198	48	14219	5.98442760942761	1.0	0.7851835963253357	38.44488808803334
GOTERM_BP_FAT	GO:0012502~induction of programmed cell death	7	0.2824858757062147	0.028769381739114017	NUDT2, TNF, NUPR1, TM2D1, HIPK1, CEBPG, BNIP3L	189	167	13588	3.0135284985584385	1.0	0.7810759634252765	38.19498265228627
GOTERM_BP_FAT	GO:0006917~induction of apoptosis	7	0.2824858757062147	0.028769381739114017	NUDT2, TNF, NUPR1, TM2D1, HIPK1, CEBPG, BNIP3L	189	167	13588	3.0135284985584385	1.0	0.7810759634252765	38.19498265228627
GOTERM_CC_ALL	GO:0045121~membrane raft	5	0.20177562550443903	0.028819249494721134	TNF, RAB5A, CHRNA7, LIPE, SHH	217	85	15855	4.297912713472486	0.998901208403906	0.7440335378742535	31.317719099172237
GOTERM_BP_ALL	GO:0012502~induction of programmed cell death	7	0.2824858757062147	0.0288893040507272	NUDT2, TNF, NUPR1, TM2D1, HIPK1, CEBPG, BNIP3L	198	167	14219	3.010131252646223	1.0	0.7759828650499409	38.631986349334724
GOTERM_BP_ALL	GO:0006917~induction of apoptosis	7	0.2824858757062147	0.0288893040507272	NUDT2, TNF, NUPR1, TM2D1, HIPK1, CEBPG, BNIP3L	198	167	14219	3.010131252646223	1.0	0.7759828650499409	38.631986349334724
GOTERM_BP_4	GO:0009792~embryonic development ending in birth or egg hatching	12	0.48426150121065376	0.02900634199560936	DVL2, ACVR1B, NOTCH1, G2E3, GCM1, COPS3, VANGL2, MYH6, SKIL, MECOM, SHH, ENO1	178	425	13138	2.084018506278916	0.9999999997634385	0.6698607126725029	36.12477826978172
GOTERM_CC_FAT	GO:0045121~membrane raft	5	0.20177562550443903	0.029605862763933018	TNF, RAB5A, CHRNA7, LIPE, SHH	173	85	12504	4.251615096905814	0.9984373732155926	0.8839571406787539	31.69179887839062
GOTERM_CC_3	GO:0045121~membrane raft	5	0.20177562550443903	0.029965841731061406	TNF, RAB5A, CHRNA7, LIPE, SHH	211	85	15223	4.243936437134095	0.942722956874909	0.6145273850944513	28.376561981923864
GOTERM_BP_4	GO:0060429~epithelium development	9	0.36319612590799033	0.030477252073992024	DVL2, NOTCH2, NOTCH1, CSF1, VANGL2, ESR1, IGF1, MECOM, SHH	178	271	13138	2.4512210290642233	0.9999999999244601	0.6703839069753286	37.58247851509218
GOTERM_CC_ALL	GO:0005887~integral to plasma membrane	14	0.5649717514124294	0.030912939049088567	BTLA, ACVR1B, NOTCH2, NOTCH1, EPHA7, TNF, TM2D1, SLC24A4, FCGR2B, FLT4, AXL, CHRNA7, KCTD14, KCTD7	217	531	15855	1.9263714233643157	0.9993354445334054	0.7045922583907389	33.19581839731133
PANTHER_BP_ALL	BP00020:Fatty acid metabolism	7	0.2824858757062147	0.031196686391828474	PRKAG1, CYP2C29, CYP4F40, ANXA1, ECHDC2, LIPE, ACOX3	177	192	14343	2.9543608757062145	0.9888965635958563	0.7769070721568538	31.263096642244992
GOTERM_BP_3	GO:0035239~tube morphogenesis	7	0.2824858757062147	0.0315657150653421	DVL2, NOTCH1, CSF1, VANGL2, ESR1, IGF1, SHH	187	171	13451	2.9445226256371764	0.9999991821790591	0.6890278338090083	36.43682205695635
GOTERM_CC_FAT	GO:0005887~integral to plasma membrane	14	0.5649717514124294	0.0316826433291496	BTLA, ACVR1B, NOTCH2, NOTCH1, EPHA7, TNF, TM2D1, SLC24A4, FCGR2B, FLT4, AXL, CHRNA7, KCTD14, KCTD7	173	531	12504	1.9056203259201203	0.9990141540881813	0.8228046748453605	33.522811454475566
GOTERM_BP_FAT	GO:0035239~tube morphogenesis	7	0.2824858757062147	0.03178898262697438	DVL2, NOTCH1, CSF1, VANGL2, ESR1, IGF1, SHH	189	171	13588	2.943036603855317	1.0	0.802305012882009	41.28732370270202
GOTERM_BP_ALL	GO:0035239~tube morphogenesis	7	0.2824858757062147	0.031915875336438915	DVL2, NOTCH1, CSF1, VANGL2, ESR1, IGF1, SHH	198	171	14219	2.939718825683738	1.0	0.798493609850708	41.741151308921246
GOTERM_BP_4	GO:0008285~negative regulation of cell proliferation	8	0.3228410008071025	0.032033999216023415	BTLA, NOTCH2, CBLB, TNF, NUPR1, FCGR2B, SHH, NFIB	178	224	13138	2.636035313001605	0.9999999999774754	0.6718821195196802	39.09135184529051
GOTERM_BP_5	GO:0043009~chordate embryonic development	12	0.48426150121065376	0.03240280970235941	DVL2, ACVR1B, NOTCH1, G2E3, GCM1, COPS3, VANGL2, MYH6, SKIL, MECOM, SHH, ENO1	171	421	12272	2.0455890319623284	0.999999999999468	0.7740573651728766	39.966614625751596
GOTERM_BP_FAT	GO:0043009~chordate embryonic development	12	0.48426150121065376	0.032406919961828456	DVL2, ACVR1B, NOTCH1, G2E3, GCM1, COPS3, VANGL2, MYH6, SKIL, MECOM, SHH, ENO1	189	421	13588	2.049240282019379	1.0	0.7973070765297946	41.90196316807898
GOTERM_BP_5	GO:0001701~in utero embryonic development	9	0.36319612590799033	0.032462769098345876	ACVR1B, NOTCH1, G2E3, GCM1, COPS3, MYH6, SKIL, MECOM, ENO1	171	267	12272	2.4190814113936523	0.9999999999994955	0.7572586760508915	40.02421751303099
GOTERM_BP_FAT	GO:0001701~in utero embryonic development	9	0.36319612590799033	0.03250770974988469	ACVR1B, NOTCH1, G2E3, GCM1, COPS3, MYH6, SKIL, MECOM, ENO1	189	267	13588	2.423399322275727	1.0	0.7872717401627802	42.00163989473458
GOTERM_BP_ALL	GO:0001701~in utero embryonic development	9	0.36319612590799033	0.032607681022846766	ACVR1B, NOTCH1, G2E3, GCM1, COPS3, MYH6, SKIL, MECOM, ENO1	198	267	14219	2.42066734763364	1.0	0.7952725586486151	42.43073686298686
GOTERM_BP_ALL	GO:0043009~chordate embryonic development	12	0.48426150121065376	0.03276485917477961	DVL2, ACVR1B, NOTCH1, G2E3, GCM1, COPS3, VANGL2, MYH6, SKIL, MECOM, SHH, ENO1	198	421	14219	2.046930108687828	1.0	0.786805707450612	42.58633735820874
GOTERM_BP_4	GO:0051250~negative regulation of lymphocyte activation	4	0.16142050040355124	0.03282434529153655	BTLA, CBLB, FCGR2B, SHH	178	52	13138	5.67761452031115	0.9999999999878232	0.6646811532404202	39.844283438922126
GOTERM_CC_4	GO:0045121~membrane raft	5	0.20177562550443903	0.03315754779728812	TNF, RAB5A, CHRNA7, LIPE, SHH	207	85	14457	4.108269394714407	0.9929645878320442	0.9161226361408766	33.05252038694974
GOTERM_CC_5	GO:0045121~membrane raft	5	0.20177562550443903	0.03364605283931031	TNF, RAB5A, CHRNA7, LIPE, SHH	205	85	14249	4.088665710186514	0.9971272723178464	0.9464021671879022	34.160749192479415
GOTERM_BP_FAT	GO:0006916~anti-apoptosis	5	0.20177562550443903	0.033698292394713586	TRAF2, BNIP3L, TPT1, ESR1, IGF1	189	88	13588	4.084896584896585	1.0	0.7885190388274067	43.166982938142304
GOTERM_BP_5	GO:0006916~anti-apoptosis	5	0.20177562550443903	0.03377280926334519	TRAF2, BNIP3L, TPT1, ESR1, IGF1	171	88	12272	4.077618288144604	0.9999999999998422	0.75431367480467	41.269939174286165
GOTERM_BP_ALL	GO:0006916~anti-apoptosis	5	0.20177562550443903	0.033865665052091654	TRAF2, BNIP3L, TPT1, ESR1, IGF1	198	88	14219	4.080291551882461	1.0	0.7880428009887411	43.665065507054514
GOTERM_BP_3	GO:0009792~embryonic development ending in birth or egg hatching	12	0.48426150121065376	0.03421183920852532	DVL2, ACVR1B, NOTCH1, G2E3, GCM1, COPS3, VANGL2, MYH6, SKIL, MECOM, SHH, ENO1	187	425	13451	2.0309782950613404	0.9999997526110139	0.6896880579619845	38.846946446430785
GOTERM_BP_FAT	GO:0009792~embryonic development ending in birth or egg hatching	12	0.48426150121065376	0.03435592729381447	DVL2, ACVR1B, NOTCH1, G2E3, GCM1, COPS3, VANGL2, MYH6, SKIL, MECOM, SHH, ENO1	189	425	13588	2.029953314659197	1.0	0.7845359208884531	43.80121001284867
GOTERM_BP_4	GO:0050866~negative regulation of cell activation	4	0.16142050040355124	0.03445911075021785	BTLA, CBLB, FCGR2B, SHH	178	53	13138	5.570489718041128	0.9999999999965935	0.6672027117213903	41.37414687665678
GOTERM_BP_4	GO:0002695~negative regulation of leukocyte activation	4	0.16142050040355124	0.03445911075021785	BTLA, CBLB, FCGR2B, SHH	178	53	13138	5.570489718041128	0.9999999999965935	0.6672027117213903	41.37414687665678
GOTERM_BP_ALL	GO:0009792~embryonic development ending in birth or egg hatching	12	0.48426150121065376	0.03462686556401219	DVL2, ACVR1B, NOTCH1, G2E3, GCM1, COPS3, VANGL2, MYH6, SKIL, MECOM, SHH, ENO1	198	425	14219	2.0276648841354725	1.0	0.7859453358232358	44.39982607661207
GOTERM_BP_FAT	GO:0060429~epithelium development	9	0.36319612590799033	0.03494836769920268	DVL2, NOTCH2, NOTCH1, CSF1, VANGL2, ESR1, IGF1, MECOM, SHH	189	271	13588	2.38762959058162	1.0	0.7800986241079932	44.36686507752472
GOTERM_BP_5	GO:0060429~epithelium development	9	0.36319612590799033	0.03498697166030912	DVL2, NOTCH2, NOTCH1, CSF1, VANGL2, ESR1, IGF1, MECOM, SHH	171	271	12272	2.383375412701495	0.9999999999999464	0.7506588893464543	42.40284004317617
GOTERM_BP_3	GO:0002682~regulation of immune system process	10	0.40355125100887806	0.03511388338668062	BTLA, TRAF2, CBLB, PLDN, TNF, FCGR2B, CLEC12A, CSF1, C1QC, SHH	187	322	13451	2.233865878367157	0.9999998355487619	0.6723341167018921	39.64893836313868
GOTERM_BP_FAT	GO:0051250~negative regulation of lymphocyte activation	4	0.16142050040355124	0.03511814436767138	BTLA, CBLB, FCGR2B, SHH	189	52	13588	5.53032153032153	1.0	0.7717469159064025	44.527977234415786
GOTERM_BP_FAT	GO:0042063~gliogenesis	4	0.16142050040355124	0.03511814436767138	NOTCH1, GCM1, IGF1, SHH	189	52	13588	5.53032153032153	1.0	0.7717469159064025	44.527977234415786
GOTERM_BP_5	GO:0042063~gliogenesis	4	0.16142050040355124	0.03519358690940833	NOTCH1, GCM1, IGF1, SHH	171	52	12272	5.52046783625731	0.9999999999999554	0.7372449200210799	42.593579441925066
GOTERM_BP_5	GO:0051250~negative regulation of lymphocyte activation	4	0.16142050040355124	0.03519358690940833	BTLA, CBLB, FCGR2B, SHH	171	52	12272	5.52046783625731	0.9999999999999554	0.7372449200210799	42.593579441925066
GOTERM_BP_ALL	GO:0051250~negative regulation of lymphocyte activation	4	0.16142050040355124	0.03525317324822718	BTLA, CBLB, FCGR2B, SHH	198	52	14219	5.524087024087025	1.0	0.7826624409271566	44.99761443742245
GOTERM_BP_ALL	GO:0042063~gliogenesis	4	0.16142050040355124	0.03525317324822718	NOTCH1, GCM1, IGF1, SHH	198	52	14219	5.524087024087025	1.0	0.7826624409271566	44.99761443742245
GOTERM_BP_ALL	GO:0060429~epithelium development	9	0.36319612590799033	0.035257098187492536	DVL2, NOTCH2, NOTCH1, CSF1, VANGL2, ESR1, IGF1, MECOM, SHH	198	271	14219	2.384937940288494	1.0	0.7735475879045872	45.00134153128641
GOTERM_BP_ALL	GO:0002682~regulation of immune system process	10	0.40355125100887806	0.035584017771593625	BTLA, TRAF2, CBLB, PLDN, TNF, FCGR2B, CLEC12A, CSF1, C1QC, SHH	198	322	14219	2.2302214693519042	1.0	0.7677151357460217	45.31094998353213
GOTERM_BP_3	GO:0008285~negative regulation of cell proliferation	8	0.3228410008071025	0.036241393895808965	BTLA, NOTCH2, CBLB, TNF, NUPR1, FCGR2B, SHH, NFIB	187	224	13451	2.5689457601222307	0.9999999013416963	0.6588524607843385	40.63764589917401
GOTERM_BP_FAT	GO:0008285~negative regulation of cell proliferation	8	0.3228410008071025	0.0362792186717966	BTLA, NOTCH2, CBLB, TNF, NUPR1, FCGR2B, SHH, NFIB	189	224	13588	2.567649281934996	1.0	0.7731408607668578	45.61810483164699
GOTERM_BP_5	GO:0007167~enzyme linked receptor protein signaling pathway	9	0.36319612590799033	0.036297764448558	TXNIP, EIF4EBP1, EPHA7, FLT4, AXL, IGF1, SKIL, SIK2, STAT3	171	273	12272	2.3659147869674184	0.9999999999999832	0.7333402452986844	43.60293756168717
GOTERM_BP_5	GO:0008285~negative regulation of cell proliferation	8	0.3228410008071025	0.03634122307462724	BTLA, NOTCH2, CBLB, TNF, NUPR1, FCGR2B, SHH, NFIB	171	224	12272	2.563074352548037	0.9999999999999839	0.7192970263427392	43.642322617221105
GOTERM_BP_ALL	GO:0008285~negative regulation of cell proliferation	8	0.3228410008071025	0.03661465082379539	BTLA, NOTCH2, CBLB, TNF, NUPR1, FCGR2B, SHH, NFIB	198	224	14219	2.56475468975469	1.0	0.7687681662632401	46.27631973774483
GOTERM_BP_FAT	GO:0007167~enzyme linked receptor protein signaling pathway	9	0.36319612590799033	0.03666417712628352	TXNIP, EIF4EBP1, EPHA7, FLT4, AXL, IGF1, SKIL, SIK2, STAT3	189	273	13588	2.370137798709227	1.0	0.7672551469399504	45.975076014322845
GOTERM_BP_FAT	GO:0035116~embryonic hindlimb morphogenesis	3	0.12106537530266344	0.03668900520648783	NOTCH1, MECOM, SHH	189	22	13588	9.803751803751803	1.0	0.7581386934460662	45.998023318355884
GOTERM_BP_ALL	GO:0035116~embryonic hindlimb morphogenesis	3	0.12106537530266344	0.03678636619074943	NOTCH1, MECOM, SHH	198	22	14219	9.792699724517908	1.0	0.7617771995979039	46.435596368476986
GOTERM_BP_3	GO:0002695~negative regulation of leukocyte activation	4	0.16142050040355124	0.03680238929302816	BTLA, CBLB, FCGR2B, SHH	187	53	13451	5.428715568560185	0.9999999235058331	0.6408906027892763	41.123952368410144
GOTERM_BP_3	GO:0050866~negative regulation of cell activation	4	0.16142050040355124	0.03680238929302816	BTLA, CBLB, FCGR2B, SHH	187	53	13451	5.428715568560185	0.9999999235058331	0.6408906027892763	41.123952368410144
GOTERM_BP_FAT	GO:0002695~negative regulation of leukocyte activation	4	0.16142050040355124	0.036857550473957	BTLA, CBLB, FCGR2B, SHH	189	53	13588	5.42597584107018	1.0	0.7505528200953364	46.153559076953144
GOTERM_BP_FAT	GO:0050866~negative regulation of cell activation	4	0.16142050040355124	0.036857550473957	BTLA, CBLB, FCGR2B, SHH	189	53	13588	5.42597584107018	1.0	0.7505528200953364	46.153559076953144
GOTERM_BP_4	GO:0048754~branching morphogenesis of a tube	5	0.20177562550443903	0.036859590093616744	NOTCH1, CSF1, ESR1, IGF1, SHH	178	93	13138	3.968225202368008	0.9999999999994773	0.6773505769507002	43.554826903511334
GOTERM_BP_5	GO:0050866~negative regulation of cell activation	4	0.16142050040355124	0.036936788753464594	BTLA, CBLB, FCGR2B, SHH	171	53	12272	5.416308065761889	0.9999999999999906	0.7111926928965033	44.17947749022309
GOTERM_BP_5	GO:0002695~negative regulation of leukocyte activation	4	0.16142050040355124	0.036936788753464594	BTLA, CBLB, FCGR2B, SHH	171	53	12272	5.416308065761889	0.9999999999999906	0.7111926928965033	44.17947749022309
GOTERM_BP_ALL	GO:0007167~enzyme linked receptor protein signaling pathway	9	0.36319612590799033	0.036984993913232	TXNIP, EIF4EBP1, EPHA7, FLT4, AXL, IGF1, SKIL, SIK2, STAT3	198	273	14219	2.3674658674658677	1.0	0.7551870966315833	46.61928218916424
GOTERM_BP_ALL	GO:0050866~negative regulation of cell activation	4	0.16142050040355124	0.03699856662357444	BTLA, CBLB, FCGR2B, SHH	198	53	14219	5.4198589670287785	1.0	0.7469754015071981	46.63181224694647
GOTERM_BP_ALL	GO:0002695~negative regulation of leukocyte activation	4	0.16142050040355124	0.03699856662357444	BTLA, CBLB, FCGR2B, SHH	198	53	14219	5.4198589670287785	1.0	0.7469754015071981	46.63181224694647
GOTERM_BP_2	GO:0002682~regulation of immune system process	10	0.40355125100887806	0.03779358018950173	BTLA, TRAF2, CBLB, PLDN, TNF, FCGR2B, CLEC12A, CSF1, C1QC, SHH	197	322	13976	2.203234858277895	0.9950907118447613	0.8300428232980228	36.455158216729174
GOTERM_MF_FAT	GO:0030528~transcription regulator activity	25	1.0088781275221952	0.037945422566618904	CIITA, ELF2, CEBPG, ESR1, NFYB, SPEN, EN2, RHOX4G, STAT3, ATF2, BATF, GATA1, PKNOX2, NOTCH1, PA2G4, GCM1, MRPL28, HIPK1, ZSCAN21, ZFP354A, GBX1, SKIL, LCOR, LIPE, NFIB	182	1206	13288	1.5134947970768868	0.9999983377346873	0.9301542365992631	41.004795987268594
GOTERM_BP_4	GO:0009891~positive regulation of biosynthetic process	14	0.5649717514124294	0.03822996077802594	ABLIM1, CIITA, NOTCH1, TNF, ZSCAN21, CEBPG, IGF1, NFYB, MECOM, SEC14L2, ABCG4, STAT3, SHH, NFIB	178	557	13138	1.8551630928126197	0.999999999999821	0.6766170041264457	44.765494653179914
GOTERM_CC_2	GO:0044424~intracellular part	146	5.89184826472962	0.039144677574556384	RPL36A, SLC7A8, SNRPD1, FGF12, SHH, GATA1, BATF, EIF4EBP1, G2E3, SMARCD1, TRAK1, TPT1, CHRNA7, AKIRIN1, CDCA4, APON, S100A1, TRFR2, CIITA, MRPL53, NUDT2, MYH6, MECOM, TATDN1, DCTN1, PA2G4, RASGRF1, CD34, SMARCAL1, ZZZ3, UNC13A, GRB14, MAP6D1, TRAF2, NAGS, MAP4K2, AFAP1L2, HBB-Y, ATF2, GORASP1, 2700078K21RIK, GM10436, TMEM192, SKIL, SLC30A8, DVL2, ST6GAL1, CKAP5, PHB, NXF2, WAPAL, AK2, RNPS1, EN2, CRYZ, ABCG4, DBIL5, GART, NOTCH2, PPIH, NOTCH1, CBLB, GCM1, ALDH2, SEC24A, ELF2, ARID4A, REG4, PRKAG1, COPS3, ECHDC2, MRFAP1, GABBR2, FES, 2010001M09RIK, RHOX4G, ACOX3, ARHGAP21, KIF2C, CYP39A1, TPP2, ZFP354A, SIK2, SLC25A4, CYP2C29, ESR1, SPEN, ARHGAP26, KRTAP5-5, MAST4, EIF4A3, HIPK1, RAB5A, UCHL5, PEBP1, CAND2, CYP3A59, THOC7, LCOR, KRTAP1-4, NPPA, ABLIM1, PLDN, CLDN19, UBE2Z, TNF, GALNT7, EXOC8, UPP2, NFYB, KRTAP16-8, SEC14L2, SEC63, SUMO3, IGTP, CYP27B1, ZSCAN21, HK3, REXO2, MARS2, GBX1, PAFAH1B1, WIPF1, ENO1, CSNK1A1, TXNIP, CEBPG, KRTAP9-3, ANXA1, ZFP59, ITPR3, STAT3, PKNOX2, GKN2, MRPL28, RAB37, FCGR2B, NUPR1, BLVRB, BNIP3L, GM3448, ATP6V0A4, UBXN4, LIPE, NFIB, H28	211	9598	15227	1.0977514075305974	0.7624866607677507	0.512646597188191	29.963917451694535
GOTERM_CC_3	GO:0044424~intracellular part	146	5.89184826472962	0.03956543615924908	RPL36A, SLC7A8, SNRPD1, FGF12, SHH, GATA1, BATF, EIF4EBP1, G2E3, SMARCD1, TRAK1, TPT1, CHRNA7, AKIRIN1, CDCA4, APON, S100A1, TRFR2, CIITA, MRPL53, NUDT2, MYH6, MECOM, TATDN1, DCTN1, PA2G4, RASGRF1, CD34, SMARCAL1, ZZZ3, UNC13A, GRB14, MAP6D1, TRAF2, NAGS, MAP4K2, AFAP1L2, HBB-Y, ATF2, GORASP1, 2700078K21RIK, GM10436, TMEM192, SKIL, SLC30A8, DVL2, ST6GAL1, CKAP5, PHB, NXF2, WAPAL, AK2, RNPS1, EN2, CRYZ, ABCG4, DBIL5, GART, NOTCH2, PPIH, NOTCH1, CBLB, GCM1, ALDH2, SEC24A, ELF2, ARID4A, REG4, PRKAG1, COPS3, ECHDC2, MRFAP1, GABBR2, FES, 2010001M09RIK, RHOX4G, ACOX3, ARHGAP21, KIF2C, CYP39A1, TPP2, ZFP354A, SIK2, SLC25A4, CYP2C29, ESR1, SPEN, ARHGAP26, KRTAP5-5, MAST4, EIF4A3, HIPK1, RAB5A, UCHL5, PEBP1, CAND2, CYP3A59, THOC7, LCOR, KRTAP1-4, NPPA, ABLIM1, PLDN, CLDN19, UBE2Z, TNF, GALNT7, EXOC8, UPP2, NFYB, KRTAP16-8, SEC14L2, SEC63, SUMO3, IGTP, CYP27B1, ZSCAN21, HK3, REXO2, MARS2, GBX1, PAFAH1B1, WIPF1, ENO1, CSNK1A1, TXNIP, CEBPG, KRTAP9-3, ANXA1, ZFP59, ITPR3, STAT3, PKNOX2, GKN2, MRPL28, RAB37, FCGR2B, NUPR1, BLVRB, BNIP3L, GM3448, ATP6V0A4, UBXN4, LIPE, NFIB, H28	211	9598	15223	1.0974630378169228	0.9775109345986783	0.6127487289777959	35.77952558321065
GOTERM_BP_FAT	GO:0048754~branching morphogenesis of a tube	5	0.20177562550443903	0.0400407378201099	NOTCH1, CSF1, ESR1, IGF1, SHH	189	93	13588	3.8652784889344027	1.0	0.7705722948418467	49.01319249087951
GOTERM_BP_5	GO:0048754~branching morphogenesis of a tube	5	0.20177562550443903	0.04013027152088973	NOTCH1, CSF1, ESR1, IGF1, SHH	171	93	12272	3.85839149845941	0.9999999999999994	0.7278888867498927	46.978996429484845
GOTERM_BP_ALL	GO:0048754~branching morphogenesis of a tube	5	0.20177562550443903	0.04023534529049898	NOTCH1, CSF1, ESR1, IGF1, SHH	198	93	14219	3.860921038340393	1.0	0.7682700219414915	49.54227454296019
GOTERM_BP_FAT	GO:0060523~prostate epithelial cord elongation	2	0.08071025020177562	0.04093854901369643	ESR1, SHH	189	3	13588	47.929453262786595	1.0	0.769667069909174	49.793574014914
GOTERM_BP_5	GO:0060523~prostate epithelial cord elongation	2	0.08071025020177562	0.04098828058810212	ESR1, SHH	171	3	12272	47.84405458089668	0.9999999999999998	0.7226470395193298	47.708455097316836
GOTERM_BP_ALL	GO:0060523~prostate epithelial cord elongation	2	0.08071025020177562	0.0409937485911401	ESR1, SHH	198	3	14219	47.87542087542088	1.0	0.7669394973956363	50.20230164437063
GOTERM_MF_ALL	GO:0030528~transcription regulator activity	25	1.0088781275221952	0.04122964146799448	CIITA, ELF2, CEBPG, ESR1, NFYB, SPEN, EN2, RHOX4G, STAT3, ATF2, BATF, GATA1, PKNOX2, NOTCH1, PA2G4, GCM1, MRPL28, HIPK1, ZSCAN21, ZFP354A, GBX1, SKIL, LCOR, LIPE, NFIB	212	1206	15404	1.506226727995244	0.9999999401221012	0.9070646506214985	44.355652735428144
GOTERM_MF_1	GO:0030528~transcription regulator activity	25	1.0088781275221952	0.04130746726457253	CIITA, ELF2, CEBPG, ESR1, NFYB, SPEN, EN2, RHOX4G, STAT3, ATF2, BATF, GATA1, PKNOX2, NOTCH1, PA2G4, GCM1, MRPL28, HIPK1, ZSCAN21, ZFP354A, GBX1, SKIL, LCOR, LIPE, NFIB	212	1206	15401	1.505933383397478	0.37125753809261464	0.14330888296708588	23.109631605441137
GOTERM_MF_FAT	GO:0000166~nucleotide binding	40	1.6142050040355123	0.041817531545029256	UBE2Z, DUOX1, MAP4K2, ATP12A, FES, ACOX3, ACVR1B, KIF2C, GM711, IGTP, HK3, CDH29, MARS2, GM6882, SKIL, SIK2, RBM26, CSNK1A1, CIITA, NUDT2, FLT4, AXL, NXF2, AK2, RNPS1, MYH6, SPEN, ATP11C, CRYZ, BBS10, ABCG4, GART, MAST4, EIF4A3, EPHA7, RAB37, HIPK1, SMARCAL1, RAB5A, PEBP1	182	2183	13288	1.3378101513694733	0.9999995848664475	0.9136296579875597	44.16281243219351
GOTERM_CC_5	GO:0005887~integral to plasma membrane	14	0.5649717514124294	0.042125906950580966	BTLA, ACVR1B, NOTCH2, NOTCH1, EPHA7, TNF, TM2D1, SLC24A4, FCGR2B, FLT4, AXL, CHRNA7, KCTD14, KCTD7	205	531	14249	1.8325846309310552	0.9993635840164852	0.9139837788163049	40.87922045057367
PANTHER_BP_ALL	BP00284:Hematopoiesis	4	0.16142050040355124	0.042209225467647146	GATA1, CD34, CSF1, CEBPG	177	63	14343	5.145009416195856	0.9978100598709424	0.783674328520747	39.95697296954282
GOTERM_MF_FAT	GO:0030554~adenyl nucleotide binding	30	1.2106537530266344	0.042291449608568274	UBE2Z, DUOX1, MAP4K2, ATP12A, FES, ACOX3, KIF2C, GM711, ACVR1B, HK3, CDH29, MARS2, GM6882, SIK2, CSNK1A1, CIITA, FLT4, AXL, AK2, ATP11C, MYH6, BBS10, ABCG4, GART, MAST4, EIF4A3, EPHA7, HIPK1, SMARCAL1, PEBP1	182	1535	13288	1.4269248666642802	0.9999996498311637	0.8803937353136516	44.538379512954286
GOTERM_BP_4	GO:0048729~tissue morphogenesis	8	0.3228410008071025	0.04230125554775176	DVL2, NOTCH2, NOTCH1, CSF1, VANGL2, ESR1, IGF1, SHH	178	238	13138	2.480974412236805	0.9999999999999927	0.7004320265953092	48.22075649972795
GOTERM_CC_ALL	GO:0005886~plasma membrane	51	2.0581113801452786	0.04256157006391382	GPR125, SLC7A8, GABBR2, KCNIP1, SHH, ARHGAP21, ACVR1B, SLC24A4, TRAK1, OLFR510, CHRNA7, NEGR1, TRFR2, STX3, VANGL2, ESR1, ARHGAP26, CCR8, CLEC12A, CD34, RAB5A, UNC13A, GPR12, TNF, OSTA, CLDN19, CSF1, MAP4K2, CSMD3, OLFR486, GORASP1, SLC30A8, GPR20, ENO1, TM2D1, FLT4, AXL, OLFR181, ANXA1, KLRA22, KCTD7, STAT3, BTLA, NOTCH2, NOTCH1, EPHA7, FCGR2B, CP, ATP6V0A4, KCTD14, LIPE	217	2906	15855	1.2822747152720733	0.9999602964543647	0.7648952912186666	42.80839361686981
GOTERM_BP_4	GO:0009893~positive regulation of metabolic process	16	0.645682001614205	0.04269945153534448	CIITA, ABLIM1, TNF, CEBPG, ESR1, IGF1, NFYB, MECOM, SEC14L2, ABCG4, SHH, STAT3, CBLB, NOTCH1, ZSCAN21, NFIB	178	683	13138	1.7290539095530293	0.9999999999999947	0.6907320986825856	48.54763003558639
